HSHD_NUM,HH_KEY,ACCOUNT_KEY,HEAD_OF_HH,CITY,STATE,ZIP_CODE,AGE_RANGE
3513,75700125,158414685,N,FORT WAYNE,IN,46835,35-44
1323,76218922,158415036,N,FRANKLIN,TN,37064,25-34
3971,75062142,158415052,N,COLUMBUS,OH,43220,35-44
2230,1265839,158414744,N,TROY,OH,45373,55-64
2873,17605009,158414770,N,PIQUA,OH,45356,55-64
527,98594,158414835,N,LOUISVILLE,KY,40217,NOT AVAILABLE
4475,8013806,158414839,N,PROSPECT,KY,40059,55-64
1376,6011326,158414860,N,MONROE,OH,45050,45-54
4081,80049371,158437076,N,COLUMBUS,OH,43224,35-44
4126,5554347,158436764,N,SPRINGBORO,OH,45066,45-54
825,726096,158436758,N,CINCINNATI,OH,45231,55-64
902,80154221,158436959,N,GAINESVILLE,GA,30506,55-64
4740,7446398,158437580,N,SYLVANIA,OH,43560,45-54
4371,16202371,158437606,N,MARION,OH,43302,NOT AVAILABLE
4682,4774133,158437613,N,PIQUA,OH,45356,NOT AVAILABLE
2998,2354498,158437753,N,MADISONVILLE,KY,42431,NOT AVAILABLE
3958,337148,158437631,N,COLUMBUS,OH,43220,NOT AVAILABLE
830,80151560,158459089,N,INDIANAPOLIS,IN,46224,45-54
2185,76810452,158459001,N,DEARBORN HEIGHTS,MI,48127,55-64
4969,11817264,158459407,N,DAYTON,OH,45409,NOT AVAILABLE
2937,18744690,158459095,N,PICKERINGTON,OH,43147,35-44
2714,4694059,158459645,N,LAWRENCEBURG,KY,40342,55-64
796,14958282,158459295,N,CINCINNATI,OH,45231,35-44
3088,770707,158459705,N,CINCINNATI,OH,45242,65-74
4966,4244044,158459706,N,MASON,OH,45040,NOT AVAILABLE
2195,18125349,158459338,N,CHILLICOTHE,OH,45601,35-44
3536,75107857,158459340,N,BRADFORD,OH,45308,NOT AVAILABLE
3509,74475193,158459713,N,TROTWOOD,OH,45426,NOT AVAILABLE
2224,17577968,158459357,N,NASHVILLE,TN,37211,65-74
4547,1172063,158459743,N,HEATH,OH,43056,75+
1389,15782651,158459771,N,MORNING VIEW,KY,41063,35-44
1044,73700880,158459388,N,LAKESIDE PARK,KY,41017,19-24
4905,73754649,158459394,N,FORT THOMAS,KY,41075,NOT AVAILABLE
403,5402797,158479703,N,WATERVILLE,OH,43566,65-74
728,80224351,158479708,N,SHELBYVILLE,IN,46176,55-64
3424,80133152,158480151,N,ATLANTA,GA,30339,55-64
1544,76515897,158479787,N,TROY,OH,45373,55-64
4977,80180027,158480281,N,DAYTON,OH,45404,65-74
1395,17388643,158479853,N,GROVE CITY,OH,43123,45-54
3857,75819445,158480287,N,CINCINNATI,OH,45248,55-64
4532,80134381,158480339,N,SHELBYVILLE,KY,40065,65-74
1599,262869,158479984,N,COLUMBUS,OH,43085,55-64
3706,72078641,158480434,N,CINCINNATI,OH,45213,45-54
1694,77372665,158480453,N,HAMILTON,OH,45013,35-44
3990,74100356,158480092,N,MADISONVILLE,KY,42431,45-54
2816,4957525,158480577,N,CENTERVILLE,OH,45458,NOT AVAILABLE
2515,75188838,158480557,N,FLORENCE,KY,41042,NOT AVAILABLE
4736,77324279,158503181,N,LEXINGTON,KY,40504,35-44
2780,17138407,158503245,N,CINCINNATI,OH,45251,NOT AVAILABLE
4863,16244085,158503248,N,LAMBERTVILLE,MI,48144,35-44
2434,17395510,158567794,N,CINCINNATI,OH,45224,35-44
3807,3176902,158503404,N,ENGLEWOOD,OH,45322,NOT AVAILABLE
3430,76636490,158503012,N,HILLSBORO,OH,45133,35-44
3329,79751331,158503069,N,MAINEVILLE,OH,45039,NOT AVAILABLE
400,16167775,158503480,N,MORRICE,MI,48857,65-74
3976,77385235,158503548,N,COLUMBUS,OH,43235,75+
4120,11079553,158503571,N,MEDWAY,OH,45341,45-54
353,18750552,158503172,N,DELRAY BEACH,FL,33483,65-74
1712,75156112,158503676,N,COLUMBUS,OH,43214,NOT AVAILABLE
1370,3194443,158503728,N,SELLERSBURG,IN,47172,45-54
4946,1317664,158503730,N,BEAVERCREEK,OH,45432,55-64
3589,80185778,158543815,N,CINCINNATI,OH,45215,65-74
2212,80183566,158544248,N,PLYMOUTH,IN,46563,35-44
71,73543691,158543851,N,MUSSEY,MI,48014,NOT AVAILABLE
2659,75288808,158543881,N,ALMONT,MI,48003,45-54
1475,74367214,158544338,N,FRANKLIN,OH,45005,25-34
309,5135901,158544353,N,ERLANGER,KY,41018,45-54
1788,12967635,158544393,N,GEORGETOWN,KY,40324,NOT AVAILABLE
2021,408335,158544004,N,SYLVANIA,OH,43560,NOT AVAILABLE
998,519013,158544005,N,MIDDLETOWN,OH,45044,65-74
1086,12399061,158544416,N,HEBRON,KY,41048,45-54
3460,16147080,158544522,N,TOLEDO,OH,43607,65-74
3825,77135035,158544133,N,LEBANON,OH,45036,45-54
3953,751392,158544155,N,CINCINNATI,OH,45238,55-64
4136,76879945,158544589,N,INDIANAPOLIS,IN,46256,45-54
3816,562530,158544607,N,MASON,OH,45040,55-64
2769,76958503,158544671,N,EAGLE,MI,48822,55-64
2352,645445,158544670,N,CINCINNATI,OH,45223,55-64
1254,1652393,158544717,N,PERRYSBURG,OH,43551,35-44
368,75225928,158567458,N,CINCINNATI,OH,45202,35-44
3039,80149822,158567253,N,JEFFERSON,GA,30549,55-64
1476,80219373,158567469,N,LEXINGTON,KY,40517,55-64
3500,16670595,158567289,N,MOREHEAD,KY,40351,25-34
2926,80152709,158567208,N,PLYMOUTH,IN,46563,35-44
4361,858033,158567421,N,DAYTON,OH,45459,NOT AVAILABLE
3014,77230877,158567429,N,PORT CLINTON,OH,43452,55-64
2811,74796929,158567864,N,FARMINGTON HILLS,MI,48335,35-44
3972,1329016,158632018,N,DAYTON,OH,45458,65-74
685,4966732,158567366,N,BROWNSVILLE,IN,47325,65-74
57,623275,158567829,N,MANCHESTER,OH,45144,65-74
1438,14985806,158587847,N,CENTERVILLE,OH,45458,65-74
1169,76760210,158587862,N,LOUISVILLE,KY,40223,35-44
3230,1260589,158588302,N,PIQUA,OH,45356,NOT AVAILABLE
3710,80040961,158587981,N,CINCINNATI,OH,45249,25-34
1364,74838111,158587642,N,REYNOLDSBURG,OH,43068.0,35-44
3175,76626570,158587681,N,CINCINNATI,OH,45230.0,45-54
2712,10121690,158587794,N,ENGLEWOOD,OH,45322,55-64
2107,17424452,158587814,N,WHITE LAKE,MI,48383,75+
460,7319376,158587846,N,CINCINNATI,OH,45240,65-74
2975,678895,158588244,N,CINCINNATI,OH,45215,75+
4035,18454501,158608491,N,MILFORD,OH,45150,55-64
2927,3289231,158608161,N,CINCINNATI,OH,45244,NOT AVAILABLE
1099,80144146,158608593,N,ATLANTA,GA,30329,55-64
1793,18145138,158608624,N,LOUISVILLE,KY,40214.0,45-54
1413,370260,158608251,N,COLUMBUS,OH,43230.0,75+
4850,2386874,158608669,N,TOLEDO,OH,43615,NOT AVAILABLE
450,357230,158608270,N,COLUMBUS,OH,43228,65-74
3507,8328607,158608691,N,COLUMBUS,OH,43202,65-74
2882,76021646,158608274,N,PARK HILLS,KY,41011,75+
241,2844568,158608697,N,PIQUA,OH,45356,65-74
285,1025473,158608677,N,FLAT ROCK,IN,47234,55-64
4517,70531361,158608330,N,HOLLY,MI,48442,55-64
2924,15527581,158608769,N,FALMOUTH,KY,41040,NOT AVAILABLE
36,1852674,158608717,N,STOUT,OH,45684,75+
3601,74467366,158608351,N,CINCINNATI,OH,45233,55-64
4530,13358180,158608326,N,DUBLIN,OH,43016,35-44
3478,2671598,158608851,N,ENGLEWOOD,OH,45322,NOT AVAILABLE
4467,70481431,158608474,N,CHARLESTON,WV,25387,25-34
3289,80151200,158631712,N,CINCINNATI,OH,45249,35-44
4858,18551076,158631360,N,VILLA HILLS,KY,41017,75+
983,75281877,158631338,N,ELKHART,IN,46516,55-64
1330,16277577,158631448,N,MILFORD,MI,48381,45-54
3755,224733,158631565,N,COLUMBUS,OH,43231,55-64
2767,179891,158631865,N,FLORENCE,KY,41042,55-64
1783,16192975,158631549,N,MONROE,MI,48161,65-74
4758,16209896,158631886,N,CINCINNATI,OH,45236,NOT AVAILABLE
4454,79831171,158632010,N,NOLENSVILLE,TN,37135,45-54
3818,6554344,158631544,N,CASTALIA,OH,44824.0,55-64
2372,191828,158631954,N,FT THOMAS,KY,41075,NOT AVAILABLE
1212,226893,158632038,N,GALENA,OH,43021,55-64
1256,6301899,158631964,N,CINCINNATI,OH,45211,55-64
2380,78334050,158631570,N,WILDER,KY,41076,75+
2867,2619993,158631655,N,LYNCHBURG,OH,45142,55-64
4960,80130154,158631659,N,SPRINGBORO,OH,45066,75+
343,16012098,158631614,N,MILFORD,MI,48380,65-74
3139,73375010,158631616,N,LEBANON,OH,45036,NOT AVAILABLE
2273,16713063,158632052,N,ANTIOCH,TN,37013,35-44
2257,4430687,158631672,N,DAYTON,OH,45410,65-74
2288,16208340,158677973,N,BOWLING GREEN,OH,43402,NOT AVAILABLE
1915,76226953,158677932,N,NASHVILLE,TN,37221,45-54
1108,157431,158678097,N,LEXINGTON,KY,40515,45-54
1552,6038826,158679998,N,MEMPHIS,MI,48041,65-74
1865,74759731,158680723,N,PEEBLES,OH,45660,35-44
487,74550321,158680941,N,TERRE HAUTE,IN,47805,45-54
2490,16304575,158681135,N,SUNMAN,IN,47041,55-64
2416,75510607,158681641,N,SOUTH VIENNA,OH,45369,35-44
1428,80136770,158680662,N,CROSS LANES,WV,25313,45-54
4581,11245942,158681527,N,DAYTON,OH,45416.0,35-44
281,70451964,158681679,N,HUBER HEIGHTS,OH,45424,55-64
1547,14849443,158672737,N,EATON,OH,45320,NOT AVAILABLE
1166,16347400,158673188,N,CINCINNATI,OH,45217,75+
3321,74654051,158673205,N,SPRINGFIELD,OH,45503,55-64
3955,5000286,158673224,N,REYNOLDSBURG,OH,43068,75+
2569,16231479,158672839,N,PENDLETON,IN,46064,35-44
1202,76996587,158673250,N,CINCINNATI,OH,45238,35-44
979,15764908,158673008,N,MIDDLETOWN,OH,45044,55-64
3166,80147226,158673019,N,ROCHESTER,MI,48307,65-74
3159,15345023,158673440,N,ALEXANDRIA,KY,41001,55-64
3791,16234579,158673458,N,INDIANAPOLIS,IN,46236,NOT AVAILABLE
3678,74686794,158673463,N,CINCINNATI,OH,45263,55-64
1294,75409392,158673063,N,BOWLING GREEN,OH,43402,65-74
4141,74559714,158673088,N,LUDLOW,KY,41016,25-34
384,244829,158673704,N,DELAWARE,OH,43015,55-64
2126,840948,158673707,N,MIAMISBURG,OH,45342,65-74
2396,183413,158673712,N,HEBRON,KY,41048,NOT AVAILABLE
2848,4411425,158673498,N,WILLIAMSPORT,OH,43164.0,45-54
2750,3006071,158673573,N,CARMEL,IN,46033,45-54
1574,70448173,158673775,N,BLOOMINGTON,IN,47401,65-74
4950,2082593,158673768,N,TOLEDO,OH,43614,65-74
2321,728800,158673821,N,CINCINNATI,OH,45233,NOT AVAILABLE
2385,599607,158673855,N,AMELIA,OH,45102,NOT AVAILABLE
2879,10054495,158700614,N,COLUMBUS,OH,43232,45-54
4981,74364966,158700860,N,TOLEDO,OH,43612,NOT AVAILABLE
4256,78812833,158700447,N,REYNOLDSBURG,OH,43068,35-44
4708,18438697,158697353,N,FOSTORIA,OH,44830,NOT AVAILABLE
4029,628661,158702572,N,MILFORD,OH,45150,55-64
1688,77701492,158703540,N,FORT WAYNE,IN,46825,65-74
3399,2627604,158703682,N,INDIANAPOLIS,IN,46217,45-54
1681,70365105,158703729,N,GREENWOOD,IN,46143,55-64
2136,75514036,158697421,N,REYNOLDSBURG,OH,43068,55-64
1445,10153929,158697043,N,SPRINGFIELD,OH,45503,65-74
4096,79920115,158697401,N,CINCINNATI,OH,45255,NOT AVAILABLE
238,77348681,158697410,N,WESTERVILLE,OH,43081,35-44
579,76894121,158697058,N,WHITEHALL,OH,43213.0,45-54
2956,11074962,158697587,N,POWELL,OH,43065,45-54
2829,73050732,158697615,N,COLUMBUS,OH,43224,NOT AVAILABLE
2619,16890549,158697717,N,CARMEL,IN,46033,45-54
568,129454,158697706,N,LOUISVILLE,KY,40258,NOT AVAILABLE
1836,16376282,158697711,N,CINCINNATI,OH,45248,45-54
954,3465545,158697756,N,BRUCE TWP,MI,48065,35-44
824,90320,158697758,N,LOUISVILLE,KY,40214,75+
3343,74468740,158697909,N,COLUMBUS,OH,43223,35-44
3822,8575273,158697929,N,CINCINNATI,OH,45247,55-64
1375,80238005,158697806,N,ATLANTA,MI,49709,65-74
1823,77395217,158697801,N,CINCINNATI,OH,45202,19-24
4515,17547119,158697972,N,LA SALLE,MI,48145,NOT AVAILABLE
359,169232,158721042,N,CINCINNATI,OH,45237,45-54
2048,6983328,158721715,N,LOUISVILLE,KY,40211,75+
2231,537584,158721269,N,HAMILTON,OH,45013,NOT AVAILABLE
3838,17605658,158721398,N,FAIRFIELD TOWNSHIP,OH,45011,45-54
399,77851595,158723432,N,COLUMBUS,OH,43235,NOT AVAILABLE
2477,76246970,158724814,N,ATLANTA,GA,30314,55-64
180,6285776,158725267,N,FLORENCE,KY,41042,45-54
262,15044618,158725349,N,ANTIOCH,TN,37013,35-44
2039,74685670,158749553,N,MOSCOW,OH,45153,55-64
2929,76072987,158720436,N,DULUTH,GA,30097.0,NOT AVAILABLE
1213,163145,158720066,N,ALEXANDRIA,KY,41001,55-64
1851,1317413,158720118,N,DAYTON,OH,45440,NOT AVAILABLE
4470,1664754,158720285,N,TOLEDO,OH,43611,65-74
2400,17331428,158720691,N,INDEPENDENCE,KY,41051,45-54
3357,757463,158720749,N,CINCINNATI,OH,45239,55-64
2859,80210028,158720091,N,KNOXVILLE,TN,37914,45-54
2300,8524725,158720903,N,FRANKLIN,OH,45005,NOT AVAILABLE
1436,14148870,158720283,N,TOLEDO,OH,43615,75+
2134,74811864,158720722,N,WILLIAMSBURG,OH,45176,NOT AVAILABLE
4717,2696303,158720356,N,LOUISVILLE,KY,40211,NOT AVAILABLE
4295,17804432,158720776,N,GAHANNA,OH,43230,65-74
3042,16185484,158720794,N,MACOMB,MI,48042,75+
1422,77948853,158728726,N,CINCINNATI,OH,45249,25-34
2841,74388371,158728757,N,BARGERSVILLE,IN,46106,45-54
2772,16335355,158749359,N,CINCINNATI,OH,45248,45-54
2881,73552052,158749373,N,LEBANON,OH,45036,NOT AVAILABLE
1155,1550775,158749874,N,ERLANGER,KY,41018,65-74
570,2641784,158749917,N,LOUISVILLE,KY,40258,65-74
1728,77216335,158749466,N,CINCINNATI,OH,45211,45-54
2560,74894975,158751636,N,BLACKLICK,OH,43004,75+
812,74969959,158752350,N,LEXINGTON,KY,40508,35-44
1532,16727286,158752368,N,LEXINGTON,KY,40515,45-54
4148,72091932,158753261,N,GAINESVILLE,GA,30506,NOT AVAILABLE
725,80194152,158753771,N,COVINGTON,KY,41011,45-54
4316,17349869,158754627,N,WHEELERSBURG,OH,45694,NOT AVAILABLE
3892,78729655,158754808,N,INDIANAPOLIS,IN,46206,45-54
2821,882735,158755363,N,KETTERING,OH,45429,65-74
184,75211970,158755440,N,KETTERING,OH,45420,35-44
4384,80138982,158748254,N,CINCINNATI,OH,45244,25-34
3978,74477408,158747864,N,NASHVILLE,TN,37211,NOT AVAILABLE
930,75323957,158747868,N,REYNOLDSBURG,OH,43068,NOT AVAILABLE
300,13028810,158747916,N,CLEARWATER,FL,33763,65-74
2029,6949998,158748271,N,CENTERVILLE,OH,45458,NOT AVAILABLE
4754,70305758,158748429,N,ZIONSVILLE,IN,46077,NOT AVAILABLE
2456,1346218,158748070,N,WAPAKONETA,OH,45895,35-44
3909,14352191,158748012,N,BROOKVILLE,IN,47012,45-54
4666,75818155,158748563,N,NEW VIENNA,OH,45159.0,55-64
4186,6513942,158748046,N,CINCINNATI,OH,45251,NOT AVAILABLE
4563,3033505,158748069,N,WILLIAMSBURG,OH,45176,35-44
2471,18548693,158748099,N,MINSTER,OH,45865.0,75+
4750,76050316,158748085,N,BLUE ASH,OH,45242,NOT AVAILABLE
871,7453872,158748125,N,CINCINNATI,OH,45224,45-54
176,6288668,158748157,N,MECHANICSBURG,OH,43044,NOT AVAILABLE
2073,79760333,158748159,N,AMELIA,OH,45102.0,NOT AVAILABLE
4921,77416699,158817328,N,AMELIA,OH,45102,NOT AVAILABLE
1862,1620577,158817324,N,CINCINNATI,OH,45244,35-44
2968,5140307,158818558,N,COLUMBUS,OH,43204,65-74
2043,73091373,158818883,N,SYLVANIA,OH,43560,45-54
2317,15482404,158819423,N,MARIETTA,GA,30064,35-44
530,13422288,158818882,N,TEMPERANCE,MI,48182,35-44
3952,76870287,158819422,N,LOGANVILLE,GA,30052,35-44
433,76281755,158819649,N,NEW BALTIMORE,MI,48047,55-64
618,75104323,158819875,N,DAYTON,OH,45420,55-64
834,77406012,158820164,N,NOBLESVILLE,IN,46060,45-54
2677,4988158,158820139,N,BRAZIL,IN,47834,NOT AVAILABLE
1636,9935727,158820444,N,OXFORD,OH,45056,45-54
4442,74907961,158844132,N,WEST CARROLLTON,OH,45449,45-54
223,75128325,158844470,N,LOUISVILLE,KY,40228,45-54
2427,616356,158843712,N,LOVELAND,OH,45140,55-64
2468,18117170,158844472,N,PROSPECT,KY,40059,65-74
4223,5594034,158846990,N,ROCKBRIDGE,OH,43149,45-54
1218,12879168,158847040,N,HILLIARD,OH,43026,45-54
3156,2575463,158847087,N,HILLIARD,OH,43026,45-54
3438,2367819,158847643,N,MAUMEE,OH,43537,NOT AVAILABLE
4246,73179477,158847609,N,TOLEDO,OH,43615,NOT AVAILABLE
1437,10306207,158847793,N,ROCKFIELD,KY,42274,45-54
2955,75976977,158847850,N,ANTIOCH,TN,37013,35-44
852,77147046,158847867,N,COLUMBIA,TN,38401,65-74
586,10087207,158848002,N,LAWRENCEBURG,KY,40342,45-54
959,15558797,158847803,N,PRIMM SPRINGS,TN,38476,75+
2132,7140707,158848004,N,LEXINGTON,KY,40517,35-44
3083,2981773,158848019,N,LEXINGTON,KY,40509,55-64
2346,1557437,158849741,N,UNION,KY,41091,45-54
41,76954738,158849907,N,YPSILANTI,MI,48198,35-44
2262,74648921,158849206,N,TUCKER,GA,30084,45-54
188,80247435,158849219,N,ROSWELL,GA,30076,35-44
4914,76717867,158851195,N,INDIANAPOLIS,IN,46214,45-54
3579,17326506,158850214,N,OAKLAND,MI,48363,55-64
741,80342193,158851063,N,GREENCASTLE,IN,46135,55-64
1106,74246000,158851957,N,DAYTON,OH,45429,45-54
3698,80306306,158842680,N,MARIETTA,GA,30066,55-64
60,77270069,158842408,N,MONTGOMERY,OH,45242,45-54
3154,75022273,158842866,N,LOUISVILLE,KY,40223,55-64
3777,291911,158842555,N,PICKERINGTON,OH,43147,55-64
4275,16320701,158842974,N,LOUISVILLE,KY,40228,45-54
3532,854645,158842614,N,TROY,OH,45373,65-74
704,7457057,158843251,N,MORAINE,OH,45439,55-64
883,73534839,158843278,N,CINCINNATI,OH,45239,NOT AVAILABLE
1766,17076743,158843293,N,SARDINIA,OH,45171,55-64
3776,14970656,158843095,N,MAINEVILLE,OH,45039,35-44
4189,6367671,158843351,N,SPRINGBORO,OH,45066,45-54
2191,12577858,158843175,N,COLUMBUS,IN,47201,45-54
3004,70428019,158873100,N,MIDDLETOWN,OH,45044,55-64
772,77860041,158873364,N,BATH,IN,47010,65-74
4835,5727575,158873380,N,CINCINNATI,OH,45230,NOT AVAILABLE
3138,2979830,158873621,N,LOUISVILLE,KY,40217.0,45-54
759,80369808,158873101,N,HAMILTON,OH,45013,45-54
3905,6421807,158873182,N,HAMILTON,OH,45013,45-54
2652,733725,158873488,N,MASON,OH,45040,45-54
1620,75051,158873626,N,LOUISVILLE,KY,40206,75+
1295,8176513,158873700,N,LOUISVILLE,KY,40207,75+
2181,8153819,158876423,N,HENDERSONVILLE,TN,37075,45-54
3113,12371255,158875975,N,POWELL,OH,43065.0,45-54
2838,80254726,158876469,N,MEMPHIS,TN,38187,45-54
1962,17583032,158878122,N,FLORENCE,KY,41042,65-74
3758,75313914,158878125,N,DE MOSSVILLE,KY,41033,55-64
1297,75279384,158878144,N,COVINGTON,KY,41011,55-64
4559,77225409,158878451,N,ROSEVILLE,MI,48066,45-54
2254,76147045,158879316,N,INDIANAPOLIS,IN,46235,NOT AVAILABLE
1499,9865778,158879994,N,LOVELAND,OH,45140.0,55-64
1053,77403284,158880052,N,PIQUA,OH,45356,55-64
1638,851836,158871627,N,CINCINNATI,OH,45263,35-44
1199,4507082,158872094,N,CINCINNATI,OH,45236,55-64
1088,76765789,158871823,N,NASHVILLE,TN,37221,65-74
251,7402050,158871889,N,FORT WAYNE,IN,46835.0,65-74
296,17580442,158871895,N,NEW ALBANY,OH,43054,45-54
3406,9445856,158872361,N,BRENTWOOD,TN,37027,65-74
2610,5908812,158872504,N,LOUISVILLE,KY,40207,65-74
2343,1526229,158872426,N,LEXINGTON,KY,40503,65-74
2387,2462768,158872432,N,BEAVER,OH,45613,65-74
4340,76493355,158872566,N,CINCINNATI,OH,45229,NOT AVAILABLE
1693,4880178,158896687,N,NEWPORT,KY,41071,NOT AVAILABLE
1742,631231,158896835,N,MOSCOW,OH,45153,55-64
2565,76470524,158896886,N,CINCINNATI,OH,45237,45-54
2545,5787434,158896891,N,CINCINNATI,OH,45207,65-74
261,70138367,158897199,N,LOUISVILLE,KY,40216,35-44
4489,75604859,158899703,N,NASHVILLE,TN,37211,35-44
366,77166210,158900801,N,LOGANVILLE,GA,30052,NOT AVAILABLE
2068,80149480,158901528,N,FARMINGTON HILLS,MI,48331,45-54
818,9943344,158901239,N,FLORENCE,KY,41042,35-44
2642,80028276,158902027,N,SAGINAW,MI,48602,65-74
1449,4695088,158895448,N,FLORENCE,KY,41042.0,75+
2855,77948901,158895879,N,LOUISVILLE,KY,40220,35-44
4941,16208327,158895502,N,CINCINNATI,OH,45231,75+
1165,736113,158895903,N,FAIRFIELD TOWNSHIP,OH,45015,45-54
1407,5906894,158895910,N,LIBERTY TWP,OH,45011,45-54
1666,79947784,158896006,N,LEBANON,OH,45036,NOT AVAILABLE
2648,17693790,158895681,N,OTTAWA HILLS,OH,43615.0,45-54
1138,80307158,158895607,N,ATHENS,OH,45701,55-64
3116,10580264,158896148,N,LOUISVILLE,KY,40241,35-44
1235,6022479,158896103,N,LUCASVILLE,OH,45648,45-54
2189,74881657,158896079,N,LOUISVILLE,KY,40207,55-64
1137,18936472,158895827,N,GOSHEN,OH,45122,65-74
3456,2463812,158895704,N,LUCASVILLE,OH,45648,55-64
3610,17313296,158895826,N,TROY,OH,45373,25-34
2546,8290866,158895748,N,DAYTON,OH,45405,75+
1466,77732646,158896162,N,DAYTON,OH,45449.0,65-74
598,74060444,158896194,N,TEMPERANCE,MI,48182,65-74
1511,18495417,158920507,N,CINCINNATI,OH,45232,45-54
4868,76212886,158921181,N,JACKSON,MI,49201,55-64
547,80004279,158922596,N,PATASKALA,OH,43062,45-54
562,12035304,158924042,N,WAYNESBORO,GA,30830,NOT AVAILABLE
831,74024836,158924125,N,WOODSTOCK,GA,30188,45-54
1687,10600221,158925370,N,SAINT ALBANS,WV,25177,65-74
3413,77210012,158924507,N,COVINGTON,KY,41015,65-74
3220,18381752,158925609,N,INDIANAPOLIS,IN,46254,55-64
4132,76822880,158926124,N,DAYTON,OH,45402,35-44
2754,4307832,158919319,N,CINCINNATI,OH,45255,75+
3197,15774690,158919328,N,HARRISON,OH,45030,NOT AVAILABLE
4205,75425390,158919336,N,NORTHVILLE,MI,48167,25-34
4730,78767808,158919731,N,SYLVANIA,OH,43560,NOT AVAILABLE
3299,76969967,158919776,N,TROY,MI,48085,45-54
1312,80250968,158919411,N,SHELBYVILLE,TN,37160,45-54
973,628796,158919822,N,LOVELAND,OH,45140,NOT AVAILABLE
3474,1059978,158919441,N,CLINTON,IN,47842,65-74
666,3038787,158919534,N,SHELBYVILLE,IN,46176,75+
3515,74827055,158919950,N,MILFORD,OH,45150,45-54
289,70444259,158919589,N,TEMPERANCE,MI,48182,65-74
4219,669308,158940235,N,CINCINNATI,OH,45212,55-64
3384,799483,158940242,N,SOUTH LEBANON,OH,45065,75+
4377,77209510,158940297,N,TOLEDO,OH,43611,45-54
4456,70325103,158940400,N,AMELIA,OH,45102,NOT AVAILABLE
3941,76372141,158940539,N,LA GRANGE,KY,40031,45-54
1326,125914,158940541,N,LOUISVILLE,KY,40245,55-64
2715,473302,158941974,N,COLUMBUS,OH,43221,35-44
1821,76882280,158942128,N,HILLIARD,OH,43026,45-54
1721,6507032,158942358,N,TOLEDO,OH,43606,55-64
277,5982649,158942424,N,GALLATIN,TN,37066,65-74
1450,80313422,158942442,N,HENDERSONVILLE,TN,37075,35-44
410,80088389,158942626,N,LEXINGTON,KY,40503,45-54
1668,17324435,158943835,N,BIRMINGHAM,MI,48009,55-64
2814,76272580,158944560,N,SHELBYVILLE,IN,46176,35-44
2980,80358450,158944953,N,SPRINGFIELD,OH,45505,55-64
775,75157885,158939893,N,MARION,OH,43302,75+
4698,1174373,158939916,N,WESTERVILLE,OH,43082,NOT AVAILABLE
2157,15559139,158939666,N,WHITMORE LAKE,MI,48189,65-74
624,76039984,158939680,N,OTTAWA HILLS,OH,43606,65-74
1998,75181017,158939667,N,CLEVES,OH,45002,NOT AVAILABLE
1229,1212953,158939932,N,SPRINGBORO,OH,45066,55-64
4999,9436504,158959589,N,TOLEDO,OH,43606,NOT AVAILABLE
4737,77323428,158957782,N,CINCINNATI,OH,45240,35-44
1074,18690950,158957843,N,CINCINNATI,OH,45203,45-54
2312,80147112,158957996,N,LOUISVILLE,KY,40258,35-44
2406,18406637,158958035,N,CRESTWOOD,KY,40014,45-54
1829,5930309,158958223,N,STEVENSVILLE,MI,49127,45-54
4386,17364119,158958444,N,NASHVILLE,TN,37203,NOT AVAILABLE
3228,76294707,158959783,N,LEXINGTON,KY,40516,55-64
1161,18092823,158959279,N,GROVE CITY,OH,43123,45-54
4866,75254873,158959433,N,COLUMBUS,OH,43204,45-54
1191,80239359,158960261,N,MARIETTA,GA,30062,35-44
1057,3476363,158960683,N,GROSSE POINTE FARMS,MI,48236,55-64
271,15590530,158961275,N,FRANKLIN,TN,37067,55-64
506,12812164,158961436,N,ANNA,IL,62906,35-44
2291,4512402,158961047,N,WAVERLY,OH,45690,NOT AVAILABLE
3141,74747448,158961149,N,MARTINSVILLE,IN,46151,35-44
1774,77132535,158961296,N,TERRE HAUTE,IN,47805,35-44
835,795222,158980537,N,CINCINNATI,OH,45248,45-54
1065,75658562,158980582,N,LOVELAND,OH,45140,55-64
3798,77272112,158980590,N,CINCINNATI,OH,45216,55-64
3957,16138924,158980674,N,SOUTH LEBANON,OH,45065,45-54
698,18457809,158980762,N,MIDDLETOWN,OH,45044,55-64
532,788473,158980877,N,LIBERTY TWP,OH,45011,65-74
1657,5986464,158981208,N,LEXINGTON,KY,40517,55-64
659,8155282,158980412,N,CINCINNATI,OH,45238,45-54
649,18917350,158980661,N,ELSMERE,KY,41018,55-64
1112,572764,158980792,N,MIDDLETOWN,OH,45044,65-74
97,18664792,158980843,N,CINCINNATI,OH,45230,45-54
4074,76354788,158980871,N,CINCINNATI,OH,45251,35-44
3065,111788,158981159,N,LOUISVILLE,KY,40228,45-54
1193,76101295,158983645,N,SPRINGFIELD,OH,45504,55-64
4613,5204613,158983767,N,DAYTON,OH,45410,45-54
1619,18735372,158983917,N,WESTLAND,MI,48185,55-64
1704,80142322,158983519,N,COLUMBUS,OH,43232,35-44
4082,295109,158983657,N,BLOOMINGBURG,OH,43106,45-54
167,4697675,158983691,N,GROVEPORT,OH,43125,55-64
3046,9897193,158983781,N,BALTIMORE,OH,43105,NOT AVAILABLE
1760,180449,158986117,N,FLORENCE,KY,41042,55-64
748,70155882,158986225,N,ERLANGER,KY,41018,65-74
